state_postal_code,state_fips_code,district_id,name,estimated_5_to_17_population,estimated_5_to_17_poverty_population,poverty_rate
TX,48,24530,Jacksboro Independent School District,"1,091",193,17.69
TX,48,24590,Jacksonville Independent School District,"4,805","1,253",26.08
TX,48,24600,Jarrell Independent School District,"2,626",247,9.41
TX,48,24630,Jasper Independent School District,"2,558",983,38.43
TX,48,24660,Jayton-Girard Independent School District,139,18,12.95
TX,48,24730,Jefferson Independent School District,"1,200",378,31.50
TX,48,24750,Jim Hogg County Independent School District,"1,136",362,31.87
TX,48,24780,Jim Ned Consolidated Independent School District,"1,514",167,11.03
TX,48,24810,Joaquin Independent School District,587,158,26.92
TX,48,24840,Johnson City Independent School District,725,98,13.52
TX,48,24900,Jonesboro Independent School District,233,45,19.31
TX,48,24930,Joshua Independent School District,"6,397",750,11.72
TX,48,24960,Jourdanton Independent School District,"1,320",247,18.71
TX,48,24990,Judson Independent School District,"29,793","5,654",18.98
TX,48,25020,Junction Independent School District,545,179,32.84
TX,48,25110,Karnack Independent School District,239,51,21.34
TX,48,25140,Karnes City Independent School District,946,233,24.63
TX,48,25170,Katy Independent School District,"90,632","9,408",10.38
TX,48,25200,Kaufman Independent School District,"4,185",556,13.29
TX,48,25230,Keene Independent School District,965,173,17.93
TX,48,25260,Keller Independent School District,"40,532","2,708",6.68
TX,48,25290,Kelton Independent School District,31,5,16.13
TX,48,25320,Kemp Independent School District,"2,072",340,16.41
TX,48,25410,Kenedy County-Wide Common School District,51,9,17.65
TX,48,25440,Kenedy Independent School District,816,216,26.47
TX,48,25470,Kennard Independent School District,308,68,22.08
TX,48,25500,Kennedale Independent School District,"4,444",537,12.08
TX,48,25530,Kerens Independent School District,687,169,24.60
TX,48,25560,Kermit Independent School District,"1,377",294,21.35
TX,48,25590,Kerrville Independent School District,"4,977",854,17.16
TX,48,25620,Kilgore Independent School District,"4,200",888,21.14
TX,48,25660,Killeen Independent School District,"47,116","9,191",19.51
TX,48,25680,Kingsville Independent School District,"4,479","1,554",34.70
TX,48,25710,Kirbyville Consolidated Independent School District,"1,364",421,30.87
TX,48,25740,Klein Independent School District,"58,288","8,802",15.10
TX,48,25790,Klondike Independent School District,115,15,13.04
TX,48,25800,Knippa Independent School District,193,49,25.39
TX,48,25870,Knox City-O'Brien Consolidated Independent School District,257,72,28.02
TX,48,25890,Kopperl Independent School District,311,58,18.65
TX,48,25920,Kountze Independent School District,"1,383",252,18.22
TX,48,25950,Kress Independent School District,196,54,27.55
TX,48,25980,Krum Independent School District,"2,117",174,8.22
TX,48,26040,La Feria Independent School District,"3,108",866,27.86
TX,48,26070,La Gloria Independent School District,73,20,27.40
TX,48,26100,La Grange Independent School District,"2,006",293,14.61
TX,48,26130,La Joya Independent School District,"27,482","11,341",41.27
TX,48,26190,La Porte Independent School District,"8,344","1,104",13.23
TX,48,26250,La Pryor Independent School District,313,100,31.95
TX,48,26280,La Vega Independent School District,"2,782",650,23.36
TX,48,26310,La Vernia Independent School District,"3,633",288,7.93
TX,48,26340,La Villa Independent School District,575,176,30.61
TX,48,26220,LaPoyner Independent School District,427,93,21.78
TX,48,26370,Lackland Independent School District,678,39,5.75
TX,48,26400,Lago Vista Independent School District,"1,753",177,10.10
TX,48,26430,Lake Dallas Independent School District,"4,527",371,8.20
TX,48,26470,Lake Travis Independent School District,"12,370",642,5.19
TX,48,26490,Lake Worth Independent School District,"3,879",906,23.36
TX,48,26580,Lamar Consolidated Independent School District,"39,705","3,371",8.49
TX,48,26610,Lamesa Independent School District,"2,068",557,26.93
TX,48,26640,Lampasas Independent School District,"3,580",631,17.63
TX,48,26670,Lancaster Independent School District,"9,255","1,836",19.84
TX,48,26700,Laneville Independent School District,246,57,23.17
TX,48,26790,Laredo Independent School District,"18,126","6,581",36.31
TX,48,26850,Lasara Independent School District,239,91,38.08
TX,48,26910,Latexo Independent School District,292,91,31.16
TX,48,26970,Lazbuddie Independent School District,125,31,24.80
TX,48,27000,Leakey Independent School District,259,78,30.12
TX,48,27030,Leander Independent School District,"46,068","2,520",5.47
TX,48,27060,Leary Independent School District,188,57,30.32
TX,48,27090,Lefors Independent School District,116,35,30.17
TX,48,27120,Leggett Independent School District,252,62,24.60
TX,48,27180,Leon Independent School District,640,160,25.00
TX,48,27210,Leonard Independent School District,883,114,12.91
TX,48,27240,Levelland Independent School District,"2,933",652,22.23
TX,48,27270,Leveretts Chapel Independent School District,176,53,30.11
TX,48,27300,Lewisville Independent School District,"57,589","4,065",7.06
TX,48,27330,Lexington Independent School District,950,113,11.89
TX,48,27420,Liberty Hill Independent School District,"6,211",344,5.54
TX,48,27450,Liberty Independent School District,"2,414",463,19.18
TX,48,27390,Liberty-Eylau Independent School District,"2,437",660,27.08
TX,48,27510,Lindale Independent School District,"4,864",583,11.99
TX,48,27540,Linden-Kildare Consolidated Independent School District,770,215,27.92
TX,48,27570,Lindsay Independent School District,416,33,7.93
TX,48,27600,Lingleville Independent School District,245,50,20.41
TX,48,27630,Lipan Independent School District,400,61,15.25
TX,48,27690,Little Cypress-Mauriceville Consolidated Independent School District,"3,656",509,13.92
TX,48,27720,Little Elm Independent School District,"9,530",786,8.25
TX,48,27750,Littlefield Independent School District,"1,293",331,25.60
TX,48,27780,Livingston Independent School District,"4,676","1,034",22.11
TX,48,27810,Llano Independent School District,"2,236",524,23.43
TX,48,27870,Lockhart Independent School District,"5,610",995,17.74
TX,48,27890,Lockney Independent School District,357,100,28.01
TX,48,27930,Lohn Independent School District,20,5,25.00
TX,48,27960,Lometa Independent School District,315,63,20.00
TX,48,27990,London Independent School District,869,73,8.40
TX,48,28020,Lone Oak Independent School District,"1,061",134,12.63
TX,48,28110,Longview Independent School District,"9,813","2,077",21.17
TX,48,28140,Loop Independent School District,94,21,22.34
TX,48,28170,Loraine Independent School District,154,37,24.03
TX,48,28200,Lorena Independent School District,"1,750",126,7.20
TX,48,28230,Lorenzo Independent School District,268,89,33.21
TX,48,28290,Los Fresnos Consolidated Independent School District,"12,035","2,913",24.20
TX,48,28350,Louise Independent School District,414,90,21.74
TX,48,28380,Lovejoy Independent School District,"3,993",127,3.18
TX,48,28410,Lovelady Independent School District,520,103,19.81
TX,48,28500,Lubbock Independent School District,"29,944","6,039",20.17
TX,48,15180,Lubbock-Cooper Independent School District,"8,072",693,8.59
TX,48,28530,Lueders-Avoca Independent School District,138,24,17.39
TX,48,28550,Lufkin Independent School District,"8,504","2,362",27.78
TX,48,28590,Luling Independent School District,"1,337",252,18.85
TX,48,13530,Lumberton Independent School District,"4,372",434,9.93
TX,48,28620,Lyford Consolidated Independent School District,"1,177",407,34.58
TX,48,28650,Lytle Independent School District,"1,683",402,23.89
TX,48,28680,Mabank Independent School District,"3,660",797,21.78
TX,48,28710,Madisonville Consolidated Independent School District,"2,076",482,23.22
TX,48,28740,Magnolia Independent School District,"14,888","1,925",12.93
TX,48,28780,Malakoff Independent School District,"1,253",308,24.58
TX,48,28800,Malone Independent School District,93,25,26.88
TX,48,28830,Malta Independent School District,98,13,13.27
TX,48,28890,Manor Independent School District,"11,799","1,965",16.65
TX,48,28920,Mansfield Independent School District,"39,297","3,881",9.88
TX,48,28980,Marathon Independent School District,61,9,14.75
TX,48,29010,Marble Falls Independent School District,"4,179",678,16.22
TX,48,29040,Marfa Independent School District,306,74,24.18
TX,48,29100,Marion Independent School District,"1,497",196,13.09
TX,48,29130,Marlin Independent School District,"1,184",380,32.09
TX,48,29160,Marshall Independent School District,"5,830","1,285",22.04
TX,48,29190,Mart Independent School District,711,126,17.72
TX,48,29220,Martins Mill Independent School District,385,59,15.32
TX,48,29250,Martinsville Independent School District,233,52,22.32
TX,48,29280,Mason Independent School District,605,116,19.17
TX,48,29370,Matagorda Independent School District,62,19,30.65
TX,48,29400,Mathis Independent School District,"1,552",487,31.38
TX,48,29460,Maud Independent School District,403,77,19.11
TX,48,29520,May Independent School District,277,54,19.49
TX,48,29580,Maypearl Independent School District,"1,240",119,9.60
TX,48,29670,McAllen Independent School District,"23,746","7,347",30.94
TX,48,29700,McCamey Independent School District,488,109,22.34
TX,48,29760,McDade Independent School District,343,65,18.95
TX,48,29820,McGregor Independent School District,"1,317",188,14.27
TX,48,29850,McKinney Independent School District,"27,364","2,204",8.05
TX,48,29880,McLean Independent School District,156,42,26.92
TX,48,29910,McLeod Independent School District,125,38,30.40
TX,48,29940,McMullen County Independent School District,93,16,17.20
TX,48,30000,Meadow Independent School District,186,36,19.35
TX,48,30030,Medina Independent School District,232,51,21.98
TX,48,30060,Medina Valley Independent School District,"6,939",955,13.76
TX,48,30120,Melissa Independent School District,"4,438",185,4.17
TX,48,30180,Memphis Independent School District,443,162,36.57
TX,48,30210,Menard Independent School District,304,91,29.93
TX,48,30250,Mercedes Independent School District,"5,189","2,132",41.09
TX,48,30300,Meridian Independent School District,403,75,18.61
TX,48,30340,Merkel Independent School District,"1,242",262,21.10
TX,48,30390,Mesquite Independent School District,"41,228","8,597",20.85
TX,48,30420,Mexia Independent School District,"1,903",488,25.64
TX,48,30450,Meyersville Independent School District,238,35,14.71
TX,48,30480,Miami Independent School District,154,13,8.44
TX,48,30570,Midland Independent School District,"32,403","4,127",12.74
TX,48,30600,Midlothian Independent School District,"11,245",714,6.35
TX,48,30640,Midway Independent School District,"9,267",709,7.65
TX,48,30660,Midway Independent School District,132,37,28.03
TX,48,30690,Milano Independent School District,364,48,13.19
TX,48,30720,Mildred Independent School District,685,86,12.55
TX,48,30750,Miles Independent School District,338,41,12.13
TX,48,30780,Milford Independent School District,277,48,17.33
TX,48,30810,Miller Grove Independent School District,281,38,13.52
TX,48,30870,Millsap Independent School District,815,91,11.17
TX,48,30930,Mineola Independent School District,"1,699",326,19.19
TX,48,30950,Mineral Wells Independent School District,"3,721",809,21.74
TX,48,31040,Mission Consolidated Independent School District,"15,133","5,436",35.92
TX,48,31170,Monahans-Wickett-Pyote Independent School District,"2,197",426,19.39
TX,48,31200,Montague Independent School District,69,8,11.59
TX,48,31230,Monte Alto Independent School District,"1,098",479,43.62
TX,48,31260,Montgomery Independent School District,"9,916",954,9.62
TX,48,31290,Moody Independent School District,858,125,14.57
TX,48,31320,Moran Independent School District,78,14,17.95
TX,48,31380,Morgan Independent School District,149,31,20.81
TX,48,31410,Morgan Mill Independent School District,165,31,18.79
TX,48,31470,Morton Independent School District,354,110,31.07
TX,48,31500,Motley County Independent School District,163,46,28.22
TX,48,31560,Moulton Independent School District,335,58,17.31
TX,48,31620,Mount Calm Independent School District,167,33,19.76
TX,48,31650,Mount Enterprise Independent School District,307,88,28.66
TX,48,31760,Mount Pleasant Independent School District,"5,050","1,025",20.30
TX,48,31770,Mount Vernon Independent School District,"1,534",291,18.97
TX,48,31860,Muenster Independent School District,569,37,6.50
